詳細,発句（俳句）,読み,季題１,出典
17989,かくれ家に氷柱廻りて這入けり,かくれやに　つららまわりて　はいりけり,5冬,文政句帖
17990,かた～は氷柱をたのむ屑家哉,かたかたは　つららをたのむ　くずやかな,5冬,文政句帖
17991,山柴（の）氷柱四五本よくもゆる,やましばの　つららしごほん　よくもゆる,5冬,文政句帖
17992,山寺は鋸引の氷柱かな,やまでらは　のこぎりびきの　つららかな,5冬,文政句帖
17993,はんぱくが袂より出る氷柱哉,わんぱくが　たもとよりでる　つららかな,5冬,文政句帖
17994,柴先に見事にもゆる氷柱哉,しばさきに　みごとにもゆる　つららかな,5冬,文政句帖
17995,ふる雨も小春也けり智恩院,ふるあめも　こはるなりけり　ちおんいん,5冬,文化句帖
17996,麦ぬれて小春月夜の御寺哉,むぎぬれて　こはるづきよの　おてらかな,5冬,文化句帖
17997,口すぎの念仏通る小春哉,くちすぎの　ねんぶつとおる　こはるかな,5冬,化三八写
17998,鶯の軒廻りする小春哉,うぐいすの　のきまわりする　こはるかな,5冬,七番日記
17999,けふも～～小春の雉子哉,きょうもきょうも　きょうもこはるの　きぎすかな,5冬,七番日記
18000,椋鳥が唄ふて走る小春哉,むくどりが　うたうてはしる　こはるかな,5冬,七番日記
18001,米俵手玉にとるや小六月,こめだわら　てだまにとるや　ころくがつ,5冬,七番日記
18002,石橋の奉加幟の小春哉,いしばしの　ほうがのぼりの　こはるかな,5冬,七番日記
18003,くり～と笹湯の笹も小春哉,くりくりと　ささゆのささも　こはるかな,5冬,八番日記
18004,穀留のつく棒さす又小春哉,こくどめの　つくぼうさすまた　こはるかな,5冬,八番日記
18005,さをしかのしの字に寝たる小春哉,さをしかの　しのじにねたる　こはるかな,5冬,八番日記
18006,さをしかのしもくに寝たる小春哉,さをしかの　しもくにねたる　こはるかな,5冬,八番日記
18007,棒先の紙のひら～小春哉,ぼうさきの　かみのひらひら　こはるかな,5冬,八番日記
18008,棒先の紙もひら～小春哉,ぼうさきの　かみもひらひら　こはるかな,5冬,嘉永版
18009,縁先は昼飯過の小春哉,えんさきは　ひるめしすぎの　こはるかな,5冬,文政句帖
18010,かつらぎや小春つぶしの天狗風,かつらぎや　こはるつぶしの　てんぐかぜ,5冬,文政句帖
18011,神の猿蚤見てくれる小春哉,かみのさる　のみみてくれる　こはるかな,5冬,文政句帖
18012,小坐敷の丁ど半分小春哉,こざしきの　ちょうどはんぶん　こはるかな,5冬,文政句帖
18013,小座敷は半分通り小春哉,こざしきの　はんぶんどおり　こはるかな,5冬,発句鈔追加
18014,小春とて出歩く（に）蠅連（に）けり,こはるとて　であるくにはえ　つれにけり,5冬,文政句帖
18015,芝原や小春仕事（に）塗ル鳥井,しばはらや　こはるしごとに　ぬるとりい,5冬,文政句帖
18016,杖ぽく～拾ひ日和の小春哉,つえぽくぽく　ひろいひよりの　こはるかな,5冬,文政句帖
18017,十日程おいて一日小春哉,とうかほど　おいていちにち　こはるかな,5冬,文政句帖
18018,針事や縁の小春を追歩き,はりごとや　えんのこはるを　おひあるき,5冬,文政句帖
18019,膝ぶしは小春後はあらし山,ひざぶしは　こはるうしろは　あらしやま,5冬,文政句帖
18020,独居るだけの小春や窓の前,ひとりいる　だけのこはるや　まどのまえ,5冬,文政句帖
18021,年の内に春は来にけり猫の恋,としのうちに　はるはきにけり　ねこのこい,5冬,七番日記
18022,年の内に春は来にけりいらぬ世話,としのうちに　はるはきにけり　いらぬせわ,5冬,七番日記
18023,柊にちよつと春立月夜哉,ひいらぎに　ちよつとはるたつ　つきよかな,5冬,七番日記
18024,柊にちよつと春立ばかり哉,ひいらぎに　ちよつとはるたつ　ばかりかな,5冬,七番日記
18025,かすみ立春立ながら師走哉,かすみたち　はるたちながら　しわすかな,5冬,文政句帖
18026,年の暮人に物遣る蔵もがな,としのくれ　ひとにものやる　くらもがな,5冬,我泉歳旦
18027,年の暮隠れ里にも人通り,としのくれ　かくれざとにも　ひとどおり,5冬,寛政句帖
18028,行年の行先～″は市日哉,ゆくとしの　ゆくさきざきは　いちびかな,5冬,寛政句帖
18029,叱らるゝ人うらやまし年の暮,しからるる　ひとうらやまし　としのくれ,5冬,其日庵歳旦
18030,斧の柄の白きを見ればとしの暮,おののえの　しろきをみれば　としのくれ,5冬,享和句帖
18031,年已に暮んとす也旅の空,としすでに　くれんとすなり　たびのそら,5冬,享和句帖
18032,流れ木のあちこちとしてとし暮ぬ,ながれぎの　あちこちとして　としくれぬ,5冬,享和句帖
18033,見る俵一つ残してとしの暮,みるたわら　ひとつのこして　としのくれ,5冬,享和句帖
18034,鶴好の人さへ年は暮る也,つるずきの　ひとさえとしは　くれるなり,5冬,文化句帖
18035,役どしと申（す）間に暮にけり,やくどしと　もうすあいだに　くれにけり,5冬,文化句帖
18036,行年もかまはぬ顔や小田の鶴,ゆくとしも　かまわぬかおや　おだのつる,5冬,文化句帖
18037,枯（し）木の空しく暮るゝことし哉,かれしきの　むなしくくれるる　ことしかな,5冬,文化句帖
18038,耕さぬ罪もいくばく年の暮,たがやさぬ　つみもいくばく　としのくれ,5冬,文化句帖
18039,餅の出る槌がほしさよ年の暮,もちのでる　つちがほしさよ　としのくれ,5冬,文化句帖
18040,行年やかへらぬ水を鳴烏,ゆくとしや　かえらぬみずを　なくからす,5冬,文化句帖
18041,我と松あはれことしも今暮るゝ,われとまつ　あわれことしも　いまくるる,5冬,文化句帖
18042,雁鴎暮行としを鳴止よ,かりかもめ　くれゆくとしを　なきとめよ,5冬,文化句帖
18043,来い～と鐘も鳴らんとしの暮,こいこいと　かねもなるらん　としのくれ,5冬,文化句帖
18044,としの暮池の心もさはぐらん,としのくれ　いけのこころも　さわぐらん,5冬,文化句帖
18045,とし（の）暮入山のはもなかりけり,としのくれ　いるやまのはも　なかりけり,5冬,文化句帖
18046,とし（の）暮亀はいつ迄釣さるゝ,としのくれ　かめはいつまで　つるさるる,5冬,文化句帖
18047,けふに成て家取れけりとしの暮,きょうになりて　いえとられけり　としのくれ,5冬,化五六句記
18048,行年を元の家なしと成り（に）けり,ゆくとしを　もとのいえなしと　なりにけり,5冬,化五六句記
18049,傾城や秤にかゝるとしの暮,けいじょうや　はかりにかかる　としのくれ,5冬,七番日記
18050,茶けぶりや暮行としの福の神,ちゃけぶりや　くれゆくとしの　ふくのかみ,5冬,七番日記
18051,とし暮て薪一把も栄耀哉,としくれて　たきぎいちわも　ええうかな,5冬,七番日記
18052,とら鰒の何をふくるゝとしの暮,とらふぐの　なにをふくるる　としのくれ,5冬,七番日記
18053,藪先や暮行としの烏瓜,やぶさきや　くれゆくとしの　からすうり,5冬,七番日記
18054,行としや馬にもふまれぬ野大根,ゆくとしや　うまにもふまれぬ　のだいこん,5冬,七番日記
18055,行としや気違舟の遊山幕,ゆくとしや　きちがいぶねの　ゆさんまく,5冬,七番日記
18056,行としや空の名残を守谷迄,ゆくとしや　そらのなごりを　もりやまで,5冬,七番日記
18057,行としや空の青さに守谷迄,ゆくとしや　そらのあおさに　もりやまで,5冬,我春集
18058,行年や寝てもござらぬ福の神,ゆくとしや　ねてもござらぬ　ふくのかみ,5冬,七番日記
18059,行としや身はならはしの古草履,ゆくとしや　みはならはしの　ふるぞうり,5冬,七番日記
18060,わらの火のめら～暮ることし哉,わらのひの　めらめらくれる　ことしかな,5冬,七番日記
18061,行としやたのむ小藪もかれの原,ゆくとしや　たのむこやぶも　かれのはら,5冬,我春集
18062,行としもそしらぬ富士のけぶり哉,ゆくとしも　そしらぬふじの　けぶりかな,5冬,七番日記
18063,行としやかぶ（つ）て寝たき峰の雲,ゆくとしや　かぶってねたき　みねのくも,5冬,七番日記
18064,行としや本丁すじの金の山,ゆくとしや　ほんちょうすじの　きんのやま,5冬,七番日記
18065,悪どしや暮ての後も小一月,あくどしや　くれてののちも　こいちがつ,5冬,七番日記
18066,市姫の一人きげんやとしの暮,いちひめの　ひとりきげんや　としのくれ,5冬,七番日記
18067,大まぐろ臼井を越て行としぞ,おおまぐろ　うすいをこえて　ゆくとしぞ,5冬,七番日記
18068,おもしろう暮（る）かとしが壁の穴,おもしろう　くれるかとしが　かべのあな,5冬,七番日記
18069,おもしろう人が暮らすぞ壁の穴,おもしろう　ひとがくらすぞ　かべのあな,5冬,自筆本
18070,杭の鷺汝がとしはどう暮る,くいのさぎ　なんじがとしは　どうくれる,5冬,七番日記
18071,さはぐ雁年はそこから暮るかよ,さわぐかり　としはそこから　くれるかよ,5冬,七番日記
18072,さはぐ雁そこらもとしが暮るかよ,さわぐかり　そこらもとしが　くれるかよ,5冬,自筆本
18073,大黒の鼠ならなけとしの暮,おおぐろの　ねずみならなけ　としのくれ,5冬,七番日記
18074,とく暮よことしのやうな悪どしは,とくくれよ　ことしのやうな　あくどしは,5冬,七番日記
18075,梟よのほゝん所かとしの暮,ふくろうよ　のほほんどころか　としのくれ,5冬,七番日記
18076,古家の曲りなりにもとし暮ぬ,ふるいえの　まがりなりにも　としくれぬ,5冬,七番日記
18077,実なし穂や立はだかつて年の暮,みなしほや　たちはだかつて　としのくれ,5冬,七番日記
18078,木兎は何の小言ぞとしの暮,みみづくは　なんのこごとぞ　としのくれ,5冬,七番日記
18079,行年に手をかざしたる鼬かな,ゆくとしに　てをかざしたる　いたちかな,5冬,七番日記
18080,行としや何をいぢむぢ夕千鳥,ゆくとしや　なにをいじむじ　ゆうちどり,5冬,七番日記
18081,べら～と三百五十九日哉,べらべらと　さんびゃくごじゅう　くにちかな,5冬,七番日記
18082,物参りなきにしもあらずとしの暮,ものまいり　なきにしもあらず　としのくれ,5冬,七番日記
18083,寝た所が花の信濃ぞとしの暮,ねたとこが　はなのしなのぞ　としのくれ,5冬,七番日記
18084,行年や覚一ツと書附木,ゆくとしや　おぼえひとつと　かくつけぎ,5冬,七番日記
18085,角大師かんでおじやるとしの暮,つのだいし　かんでおじゃる　としのくれ,5冬,七番日記
18086,羽生へて銭がとぶ也としの暮,はねはへて　ぜにがとぶなり　としのくれ,5冬,七番日記
18087,行としや屁の上におく薪,ゆくとしや　へのうえに　おくたきぎ,5冬,七番日記
18088,とし暮ぬ仕様事なしにおもし（ろ）き,としくれぬ　しょうことなしに　おもしろき,5冬,七番日記
18089,年もけふ暮けりひらにおもしろき,としもきょう　くれけりひらに　おもしろき,5冬,七番日記
18090,貧楽ぞ年（が）暮よと暮まいと,ひんらくぞ　としがくれよと　くれまいと,5冬,七番日記
18091,むちやくちや（や）あはれことしも暮の鐘,むちゃくちゃや　あわれことしも　くれのかね,5冬,七番日記
18092,めそ～と年は暮けり貧乏樽,めそめそと　としはくれけり　びんぼうだる,5冬,七番日記
18093,行としや午に付たる娵が下駄,ゆくとしや　うまにつけたる　よめがげた,5冬,七番日記
18094,影法師も祝へたゞ今とし暮る,かげぼうしも　いわえただいま　としくれる,5冬,八番日記
18095,影法師も祝へよ今とし暮る,かげぼうしも　いわへよいま　としくれる,5冬,
18096,年行や肱で尺とる布の先,ねんぎょうや　ひじでしゃくとる　ぬののさき,5冬,八番日記
18097,年行や腹で尺取る布の先,ねんぎょうや　はらでしゃくとる　ぬののさき,5冬,希杖本
18098,ともかくもあなた任せのとしの暮,ともかくも　あなたまかせの　としのくれ,5冬,おらが春
18099,湯に入て我身となるや年の暮,ゆにいりて　わがみとなるや　としのくれ,5冬,八番日記
18100,けふの日も棒にふりけり年のくれ,きょうのひも　ぼうにふりけり　としのくれ,5冬,八番日記
18101,下戸の立たる蔵もなし年の暮,げこのたて　たるくらもなし　としのくれ,5冬,八番日記
18102,屁もひらず沈香もたかず年の暮,へもひらず　じんこうもたかず　としのくれ,5冬,八番日記
18103,行年や湯水につかふ金壱分,ゆくとしや　ゆみずにつかう　きんいちぶ,5冬,八番日記
18104,としも行けさゝら三八宿に有,としもゆけ　ささらさんぱち　やどにあり,5冬,文政句帖
18105,念仏のはかをやる也としの暮,ねんぶつの　はかをやるなり　としのくれ,5冬,文政句帖
18106,証文が物をいふぞよとしの暮,しょうもんが　ものをいうぞよ　としのくれ,5冬,文政句帖
18107,証文がもの云出やとしの暮,しょうもんが　ものいうでや　としのくれ,5冬,文政句帖
18108,風鈴やちんぷんかんのとしの暮,ふうりんや　ちんぷんかんの　としのくれ,5冬,文政句帖
18109,風鑰のちんぷんかんのとしの暮,ふうりんの　ちんぷんかんの　としのくれ,5冬,自筆本
18110,待つものはさらになけれどとしの暮,まつものは　さらになけれど　としのくれ,5冬,文政句帖
18111,おもしろや今としが行壁の穴,おもしろや　いまとしがゆく　かべのあな,5冬,文政句帖
18112,寝酒いざとし（が）行うと行まいと,ねざけいざ　としがいこうと　ゆくまいと,5冬,文政句帖
18113,のらくらもあればあるぞよとしの暮,のらくらも　あればあるぞよ　としのくれ,5冬,文政句帖
18114,仏土にも獄入有りけりとしの暮,ぶっどにも　ごくいりありけり　としのくれ,5冬,文政句帖
18115,行としはどこで爺を置去に,ゆくとしは　どこでじじいを　おきざりに,5冬,文政句帖
18116,あゝまゝ（よ）年（が）暮よとくれまいと,ああままよ　としがくれよと　くれまいと,5冬,文政句帖
18117,手枕や年（が）暮よとくれまいと,てまくらや　としがくれよと　くれまいと,5冬,文政句帖
18118,うつくしや年暮きりし夜の空,うつくしや　としくれきりし　よるのそら,5冬,文政句帖
18119,うつくしや年暮きうた夜の空,うつくしや　としくれきうた　よるのそら,5冬,発句鈔追加
18120,行としやかせぐに追つく貧乏神,ゆくとしや　かせぐにおいつく　びんぼうがみ,5冬,文政句帖
18121,行としや降ろともまゝの皮頭巾,ゆくとしや　ふろともままの　かわずきん,5冬,文政句帖
18122,ひとつ雁居所ないやら年くるゝ,ひとつかり　いどころないやら　としくるる,5冬,発句鈔追加
18123,わんといへさあいへ犬も年のくれ,わんといえ　さあいえいぬも　としのくれ,5冬,文政版
18124,人並に正月を待つ灯影かな,ひとなみに　しょうがつをまつ　ひかげかな,5冬,庚申春遊
18125,正月を待し窓哉枕哉,しょうがつを　まちしまどかな　まくらかな,5冬,文化句帖
18126,正月の待遠しさも昔哉,しょうがつの　まちどうしさも　むかしかな,5冬,文化句帖
18127,竹植し欠すりばちや春待と,たけなおし　かけすりばちや　はるまつと,5冬,文化句帖
18128,春を待つもりで居かあみだ坊,はるをまつ　つもりでいるか　あみだぼう,5冬,文化句帖
18129,前の人も春を待しか古畳,まえのひとも　はるをまつしか　ふるだたみ,5冬,文化句帖
18130,口明て春を待らん犬はりこ,くちあけて　はるをまつらん　いぬはりこ,5冬,文化句帖
18131,春待や雀も竹を宿として,はるまつや　すずめもたけを　やどとして,5冬,文化句帖
18132,来る春も聞つもりかよ山の鐘,くるはるも　きくつもりかよ　やまのかね,5冬,文化句帖
18133,来年も叉聞事か山の鐘,らいねんも　またきくことか　やまのかね,5冬,七番日記
18134,春を待見識もなき葎哉,はるをまつ　けんしきもなき　むぐらかな,5冬,化五六句記
18135,草の戸やどちの穴から春が来る,くさのとや　どちのあなから　はるがくる,5冬,七番日記
18136,うす壁やどちの穴から春が来る,うすかべや　どちのあなから　はるがくる,5冬,我春集
18137,古壁やどちの穴から春が来る,ふるかべや　どちのあなから　はるがくる,5冬,浅黄空
18138,来る春かどちの穴から春が来る,くるはるか　どちのあなから　はるがくる,5冬,七番日記
18139,春来いと（ゝ）しより来いと鳴鳩よ,はるこいと　としよりこいと　なくはとよ,5冬,七番日記
18140,年おしむ人と等しき枕哉,としおしむ　ひととひとしき　まくらかな,5冬,文化句帖
18141,日本の年がおしいかおろしや人,にっぽんの　としがおしいか　おろしゃびと,5冬,文化句帖
18142,雁鴨よなけ～としが留るなら,かりかもよ　なけなけとしが　とまるなら,5冬,七番日記
18143,雁かもめなけ～としが留るなら,かりかもめ　なけなけとしが　とまるなら,5冬,七番日記
18144,梟がとしおしむやら竿の先,ふくろうが　としおしむやら　さおのさき,5冬,七番日記
18145,大卅日梅見て居（る）をそしらるゝ,おおみそか　うめみているを　そしらるる,5冬,享和句帖
18146,此人も別れとなりぬ年に月,このひとも　わかれとなりぬ　としにつき,5冬,享和句帖
18147,大年のよい夢見るかぬり枕,おおとしの　よいゆめみるか　ぬりまくら,5冬,文化句帖
18148,行水のかへらぬ年の一夜哉,ゆくみずの　かえらぬとしの　ひとよかな,5冬,文化句帖
18149,大年や我死所の鐘もなる,おおとしや　われしにどこの　かねもなる,5冬,文化句帖
18150,大年や我はいつ行寺の鐘,おおとしや　われはいつゆく　てらのかね,5冬,文化句帖
18151,むら竹や大晦日も夜の雨,むらたけや　おおつごもりも　よるのあめ,5冬,文化句帖
18152,大年にかぎつて雪の降にけり,おおとしに　かぎってゆきの　ふりにけり,5冬,文化句帖
18153,あ（さ）ぢふ（や）大卅日の夕木魚,あさじゅうや　おおつごもりの　ゆうもくぎょ,5冬,化五六句記
18154,大年の日向に立る榎哉,おおとしの　ひなたにたてる　えのきかな,5冬,化五六句記
18155,大年や雀が藪の大日和,おおとしや　すずめがやぶの　おおひより,5冬,化五六句記
18156,おもしろや翌は我等も卅九,おもしろや　あすはわれらも　さんじゅうく,5冬,七番日記
18157,卅日やそれ梅も咲く餅もつく,つごもりや　それうめもさく　もちもつく,5冬,七番日記
18158,悪どしも一夜と成ぬ夜と成りぬ,あくどしも　ひとよとなりぬ　よとなりぬ,5冬,七番日記
18159,かすむぞや大卅日の寛永寺,かすむぞや　おおつごもりの　かんえいじ,5冬,七番日記
18160,喰て寝てことしも今よひ一夜哉,くうてねて　ことしもこよい　ひとよかな,5冬,七番日記
18161,喰て寝てことしも今よひかぎり哉,くうてねて　ことしもこよい　かぎりかな,5冬,自筆本
18162,小うるさの年をとる夜ぞやつこらさ,こうるさの　としをとるよぞ　やっこらさ,5冬,句稿消息
18163,正月にするとて星のとぶ夜哉,しょうがつに　するとてほしの　とぶよかな,5冬,七番日記
18164,どこを風が吹かと寝たり大卅日,どこをかぜが　ふくかとねたり　おおみそか,5冬,七番日記
18165,年神が今行かしやるぞ御時宜せよ,としがみが　いまいかしやるぞ　おじぎせよ,5冬,七番日記
18166,年もはや穴かしこ也如来様,としもはや　あなかしこなり　にょらいさま,5冬,七番日記
18167,梟よのほゝん所か大卅日,ふくろうよ　のほほんどころか　おおみそか,5冬,句稿消息
18168,夜も夜大卅日のたびら雪,よるもよる　おおみそかの　たびらゆき,5冬,七番日記
18169,六十の坂を越るぞやつこらさ,ろくじゅうの　さかをこゆるぞ　やっこらさ,5冬,七番日記
18170,七十の坂を越るぞやっこらさ,ななじゅうの　さかをこゆるぞ　やっこらさ,5冬,自筆本
18171,六十の坂を越夜ぞやつこらさ,ろくじゅうの　さかをこえよぞ　やっこらさ,5冬,句稿消息
18172,一日に煎（じ）つめたりことし哉,いちにちに　せんじつめたり　ことしかな,5冬,七番日記
18173,入相の鐘も仕廻の卅日哉,いりあいの　かねもしまいの　みそかかな,5冬,七番日記
18174,かくれ家や大卅日も夜の雪,かくれがや　おおつごもりも　よるのゆき,5冬,七番日記
18175,ごろり寝や先はことしも仕廻酒,ごろりねや　まづはことしも　しまいざけ,5冬,七番日記
18176,ごろり寝やことしも無事に仕廻酒,ごろりねや　ことしもぶじに　しまいざけ,5冬,自筆本
18177,せめてもの足六十よとしの坂,せめてもの　たしろくじゅうよ　としのさか,5冬,七番日記
18178,せめてもの足六十やとしの坂,せめてもの　たしろくじゅうや　としのさか,5冬,八番日記
18179,（大）卅日とんじやくもなし浮寝鳥,おおみそか　とんじやくもなし　うきねどり,5冬,八番日記
18180,大年や二番寝過の人通り,おおとしや　にばんねすぎの　ひとどおり,5冬,八番日記
18181,うら縁は梅見衆也大卅日,うらぶちは　うめみしゅうなり　おおみそか,5冬,文政句帖
18182,大卅日大のらくらが通りけり,おおみそか　おおのらくらが　とおりけり,5冬,文政句帖
18183,のらこきもあればある也大卅日,のらこきも　あればあるなり　おおみそか,5冬,文政句帖
18184,先よしと大卅日の寝酒哉,まづよしと　おおつごもりの　ねざけかな,5冬,文政句帖
18185,うら町や大卅日の猫の恋,うらまちや　おおつごもりの　ねこのこい,5冬,文政句帖
18186,隠れば大卅日の日永哉,かくれれば　おおつごもりの　ひながかな,5冬,文政句帖
18187,かくれ家は大卅日の日永哉,かくれがは　おおつごもりの　ひながかな,5冬,自筆本
18188,入りの間や年の終りの鑰の声,いりのまや　としのおわりの　かぎのこえ,5冬,文政句帖
18189,鑰打や年仕廻の穴かしこ,かぎうつや　としじまいの　あなかしこ,5冬,文政句帖
18190,このなさや三百八十四日ン日,このなさや　さんびゃくはちじゅう　よっかんび,5冬,文政句帖
18191,吉野山冬来れば冬の花見哉,よしのやま　ふゆくればふゆの　はなみかな,5冬,たびしうゐ
18192,有がたや能なし窓の日も伸る,ありがたや　のうなしまどの　ひものびる,5冬,七番日記
18193,有がたや能なし窓の日の伸る,ありがたや　のうなしまどの　ひののびる,5冬,発句鈔追加
18194,蔓草や一尺ばかり日が延る,つるくさや　いっしゃくばかり　ひがのびる,5冬,七番日記
18195,むだ草や汝も伸る日も伸る,むだくさや　なんぢものびる　ひものびる,5冬,七番日記
18196,むだ草やあはうに伸る日の伸る,むだぐさや　あほうにのびる　ひののびる,5冬,句稿消息
18197,外堀の割るゝ音あり冬の月　　　　　　　　　　　　　　　　　,そとぼりの　わるるおとあり　ふゆのつき,5冬,寛政句帖
18198,冬の月いよ～伊予の高根哉,ふゆのつき　いよいよいよの　たかねかな,5冬,寛政句帖
18199,片壁に海手の風や冬の月,かたかべに　うみてのかぜや　ふゆのつき,5冬,享和句帖
18200,武士ばりし寺のそぶりや冬の月,ぶしばりし　てらのそぶりや　ふゆのつき,5冬,享和句帖
18201,冬の月さしかゝりけりうしろ窓,ふゆのつき　さしかかりけり　うしろまど　,5冬,享和句帖
18202,冬の月膝元に出る山家哉,ふゆのつき　ひざもとにでる　やまがかな,5冬,享和句帖
18203,鶯の寝所見(ゆ)る冬の月,うぐいすの　ねどころみゆる　ふゆのつき,5冬,七番日記
18204,おんひら～金毘羅声よ冬の月,おんひらひら　こんぴらこえよ　ふゆのつき,5冬,七番日記
18205,老人の下駄も鳴りけり冬の月,ろうじんの　げたもなりけり　ふゆのつき,5冬,七番日記
18206,石切のかち～山や冬の月,いしきりの　かちかちやまや　ふゆのつき,5冬,七番日記
18207,下駄音や庵へ曲ル冬の月,げたおとや　いおりへまがる　ふゆのつき,5冬,七番日記
18208,金毘羅の幟ひら～冬の月,こんぴらの　のぼりひらひら　ふゆのつき,5冬,七番日記
18209,四五寸の橘赤し冬の月,しごすんの　たちばなあかし　ふゆのつき　,5冬,七番日記
18210,笛ぴい～杖もかち～冬の月,ふえぴいぴい　つえもかちかち　ふゆのつき,5冬,七番日記
18211,深川をすもどりす也冬の月,ふかがわを　すもどりすなり　ふゆのつき,5冬,七番日記
18212,ふんどしに脇ざしさして冬の月,ふんどしに　わきざしさして　ふゆのつき,5冬,七番日記
18213,むだ人や冬の月夜をぶら～と,むだびとや　ふゆのつきよを　ぶらぶらと,5冬,七番日記
18214,我はけば音せる下駄ぞ冬の月,われはけば　おとせるげたぞ　ふゆのつき　,5冬,七番日記
18215,小盲や身を寒月になして行,こめくらや　みをかんげつに　なしてゆく,5冬,七番日記
18216,寒月や喰つきさうな鬼瓦,かんげつや　くいつきそうな　おにがわら,5冬,七番日記
18217,寒月や雁も金比羅祈る声,かんげつや　かりもこんぴら　いのるこえ,5冬,七番日記
18218,息杖や石原道を寒の月,いきづえや　いしはらみちを　かんのつき,5冬,七番日記
18219,寒月や石尊祈る角田川,かんげつや　せきぞんいのる　すみだがわ,5冬,七番日記
18220,寒月や石尊祈る川の声,かんげつや　せきぞんいのる　かわの声,5冬,自筆本
18221,寒月やしやき（り）張たる大男,かんげつや　しゃきりばったる　おおおとこ,5冬,七番日記
18222,寒月やむだ呼されし坐頭坊,かんげつや　むだよびされし　ざとうぼう,5冬,七番日記
18223,棒突や石にかん～寒の月,ぼうつくや　いしにかんかん　かんのつき,5冬,七番日記
18224,夜廻りや石をかん～寒の月,よまわりや　いしをかんかん　かんのつき,5冬,自筆本
18225,寒月に尻のりつぱな奴哉,かんげつに　しりのりっぱな　やっこかな,5冬,七番日記
18226,寒月に立や仁王(の)からつ臑,かんげつに　たつやにおうの　からつすね,5冬,八番日記
18227,寒の月真正面也寒山寺,かんのつき　まっしょうめんなり　かんざんじ,5冬,八番日記
18228,寒月や真正面に寒山寺,かんげつや　ましょうめんに　かんざんじ,5冬,梅塵八番
18229,家一つ畠七枚冬日和,いえひとつ　はたけななまい　ふゆびより,5冬,享和句帖
18230,義仲寺へいそぎ候はつしぐれ,ぎちゅうじへ　いそぎそうろう　はつしぐれ,5冬,しぐれ会
18231,是しきの竹にもかゝる初時雨,これしきの　たけにもかかる　はつしぐれ,5冬,享和句帖
18232,茶の水の川もそこ也初しぐれ,ちゃのみずの　かわもそこなり　はつしぐれ,5冬,享和句帖
18233,寝所はきのふ葺けり初時雨,ねどころは　きのうふきけり　はつしぐれ,5冬,文化句帖
18234,蓮(の)葉(の)青きも見へて初時雨,はすのはの　あおきもみえて　はつしぐれ,5冬,文化句帖
18235,見なじまぬ竹の夕やはつ時雨,みなじまぬ　たけのゆうべや　はつしぐれ,5冬,文化句帖
18236,山守よ是でいく度の初時雨,やまもりよ　これでいくどの　はつしぐれ,5冬,文化句帖
18237,梅干と皺くらべせんはつ時雨,うめぼしと　しわくらべせん　はつしぐれ,5冬,文化句帖
18238,蝸牛我と来て住め初時雨,かたつむり　われときてすめ　はつしぐれ,5冬,文化句帖
18239,初時雨馬も御紋をきたりけり,はつしぐれ　うまもごもんを　きたりけり,5冬,文化句帖
18240,祭り酒紅葉かざして初時雨,まつりざけ　もみじかざして　はつしぐれ,5冬,文化句帖
18241,今買し紅葉一本はつ時雨,いまかいし　もみじいっぽん　はつしぐれ,5冬,七番日記
18242,鶯が親の迹追ふ初時雨,うぐいすが　おやのあとおう　はつしぐれ,5冬,七番日記
18243,必や湯屋休みてはつ時雨,かならずや　ゆややすみて　はつしぐれ,5冬,七番日記
18244,初時雨ちび～舞のよりにけり,はつしぐれ　ちびちびまいの　よりにけり,5冬,七番日記
18245,初時雨提をもやして遊けり,はつしぐれ　つつみをもやして　あそびけり,5冬,七番日記
18246,はつ時雨俳諧流布の世也けり,はつしぐれ　はいかいるふの　よなりけり,5冬,七番日記
18247,ぼた餅の来べき空也初時雨,ぼたもちの　きべきそらなり　はつしぐれ,5冬,七番日記
18248,青柴や秤にかゝるはつ時雨,あおしばや　はかりにかかる　はつしぐれ,5冬,七番日記
18249,あれみさい松が三本初しぐれ,あれみさい　まつがさんぼん　はつしぐれ,5冬,七番日記
18250,御俵に筆つゝさしてはつ時雨,おたわらに　ふでつつさして　はつしぐれ,5冬,七番日記
18251,口笛も御意にかなふか初時雨,くちぶえも　ぎょいにかなうか　はつしぐれ,5冬,七番日記
18252,耳の底鳴るやら但はつ時雨,みみのそこ　なるやらただし　はつしぐれ,5冬,七番日記
18253,有様は寒いばかりぞはつ時雨,ありようは　さむいばかりぞ　はつしぐれ,5冬,七番日記
18254,嘘咲の桜と思へど初時雨,うそざきの　はなとおもへど　はつしぐれ,5冬,七番日記
18255,嘘咲の桜咲けり初時雨,うそざきの　さくらさきけり　はつしぐれ,5冬,自筆本
18256,桃青霊神詫宜に曰はつ時雨,とうせいれい　しんたくよしにいわく　はつしぐれ,5冬,七番日記
18257,はつ時(雨)酒屋の唄に実が入ぬ,はつしぐれ　さかやのうたに　みがいりぬ,5冬,七番日記
18258,はつものと人は申せど時雨哉,はつものと　ひとはもうせど　しぐれかな,5冬,七番日記
18259,椋鳥の釣瓶おとしやはつ時雨,むくどりの　つるべおとしや　はつしぐれ,5冬,七番日記
18260,山寺の茶に焚かれけりはつ時雨,やまでらの　ちゃにたかれけり　はつしぐれ,5冬,七番日記
